"Country","Iteration","Scenario","Club","EV_previous_round","EV","tag","parameter","Approach","Boreal","Temperate","Tropical"
"angdrc",31,"Scenario_D","outside",46.50732421875,34.0325012207031,"producer","qo","Diplomatic",0,230.587080121041,2999.10017848015
"angdrc",11,"Scenario_D","outside",21.3631057739258,-0.133573859930038,"producer","qo","Diplomatic",0,987.592875957489,8908.37216377258
"angdrc",30,"Scenario_D","outside",-19.2008762359619,46.50732421875,"producer","qo","Diplomatic",0,1732.28830099106,14870.9986209869
"angdrc",37,"Scenario_D","outside",-0.129344016313553,-17.851095199585,"producer","qo","Diplomatic",0,-510.475918650627,-4959.98945832253
"angdrc",7,"Scenario_D","outside",47.9179534912109,16.3216667175293,"producer","qo","Diplomatic",0,639.916658401489,5337.28730678558
"angdrc",9,"Scenario_D","outside",-18.6413764953613,46.50732421875,"producer","qo","Diplomatic",0,1732.28830099106,14870.9986209869
"angdrc",47,"Scenario_D","outside",-3.2030668258667,-18.0091400146484,"producer","qo","Diplomatic",0,221.825882792472,1848.84099662304
"angdrc",40,"Scenario_D","outside",16.6009864807129,-15.7897300720215,"producer","qo","Diplomatic",0,321.342766284943,2800.59039592743
"angdrc",48,"Scenario_D","outside",-18.0091400146484,49.7709693908691,"producer","qo","Diplomatic",0,1954.2305469513,16471.6908931732
"angdrc",36,"Scenario_D","outside",47.1736831665039,-0.129344016313553,"producer","qo","Diplomatic",0,953.182578086853,8523.49823713302
"angdrc",14,"Scenario_D","outside",47.9179534912109,22.3957710266113,"producer","qo","Diplomatic",0,607.012093067169,5250.39112567902
"angdrc",17,"Scenario_D","outside",46.50732421875,34.0325012207031,"producer","qo","Diplomatic",0,230.587080121041,2999.10017848015
"angdrc",21,"Scenario_D","outside",49.7709693908691,47.1736831665039,"producer","qo","Diplomatic",0,-3126.01327896118,-23604.9864888192
"angdrc",23,"Scenario_D","outside",-0.129344016313553,-17.851095199585,"producer","qo","Diplomatic",0,-510.475918650627,-4959.98945832253
"angdrc",10,"Scenario_D","outside",46.50732421875,21.3631057739258,"producer","qo","Diplomatic",0,299.855530261993,2946.25920057296
"argentina",0,"Scenario_D","inside",0,-11.289083480835,"producer","qo","Diplomatic",-5.78819878865033,333.625318715348,0
"argentina",28,"Scenario_D","outside",174.947143554688,-662.532592773438,"producer","qo","Diplomatic",-7454.60319519043,-147907.817840576,0
"argentina",19,"Scenario_D","outside",81.2153244018555,312.347106933594,"producer","qo","Diplomatic",193.82993504405,-2236.76978051663,0
"argentina",33,"Scenario_D","outside",81.2153244018555,312.347106933594,"producer","qo","Diplomatic",193.82993504405,-2236.76978051663,0
"argentina",7,"Scenario_D","outside",174.947143554688,-665.204162597656,"producer","qo","Diplomatic",-7385.27321815491,-146678.856134415,0
"argentina",40,"Scenario_D","outside",-675.197265625,257.693542480469,"producer","qo","Diplomatic",227.161467075348,-683.647349476818,0
"argentina",36,"Scenario_D","outside",-770.162963867188,38.8537063598633,"producer","qo","Diplomatic",111.103650182486,2514.46149870753,0
"argentina",27,"Scenario_D","inside",257.693542480469,174.947143554688,"producer","qo","Diplomatic",-965.832799673081,-16402.0691215992,0
"argentina",38,"Scenario_D","inside",358.525512695312,337.685699462891,"producer","qo","Diplomatic",-566.541209816933,-14341.0692811012,0
"argentina",25,"Scenario_D","outside",337.685699462891,-675.197265625,"producer","qo","Diplomatic",-7387.47465610504,-146904.421806335,0
"argentina",3,"Scenario_D","inside",70.3804626464844,60.2750015258789,"producer","qo","Diplomatic",-901.504680514336,-14618.3633804321,0
"argentina",13,"Scenario_D","inside",270.609710693359,174.947143554688,"producer","qo","Diplomatic",-965.832799673081,-16402.0691215992,0
"argentina",49,"Scenario_D","outside",79.6954193115234,-770.162963867188,"producer","qo","Diplomatic",-9285.08996963501,-173173.085689545,0
"argentina",16,"Scenario_D","inside",278.922271728516,46.5633087158203,"producer","qo","Diplomatic",-908.788025379181,-16100.074917078,0
"argentina",42,"Scenario_D","outside",174.947143554688,-662.532592773438,"producer","qo","Diplomatic",-7454.60319519043,-147907.817840576,0
"argentina",11,"Scenario_D","outside",-743.9267578125,62.3639259338379,"producer","qo","Diplomatic",122.448146343231,1751.09707936645,0
"argentina",1,"Scenario_D","outside",-11.289083480835,-582.649658203125,"producer","qo","Diplomatic",-5374.57609176636,-120935.166358948,0
"argentina",15,"Scenario_D","outside",-662.532592773438,278.922271728516,"producer","qo","Diplomatic",252.533406019211,-528.874125331637,0
"argentina",22,"Scenario_D","outside",-770.162963867188,38.8537063598633,"producer","qo","Diplomatic",111.103650182486,2514.46149870753,0
"argentina",18,"Scenario_D","outside",-846.938232421875,81.2153244018555,"producer","qo","Diplomatic",146.837309002876,1916.82396829128,0
"argentina",26,"Scenario_D","outside",-675.197265625,257.693542480469,"producer","qo","Diplomatic",227.161467075348,-683.647349476818,0
"argentina",4,"Scenario_D","outside",60.2750015258789,-877.829895019531,"producer","qo","Diplomatic",-6053.02047729492,-124558.159589767,0
"argentina",44,"Scenario_D","inside",278.922271728516,46.5633087158203,"producer","qo","Diplomatic",-908.788025379181,-16100.074917078,0
"argentina",29,"Scenario_D","outside",-662.532592773438,278.922271728516,"producer","qo","Diplomatic",252.533406019211,-528.874125331637,0
"argentina",46,"Scenario_D","outside",-846.938232421875,81.2153244018555,"producer","qo","Diplomatic",146.837309002876,1916.82396829128,0
"argentina",30,"Scenario_D","inside",278.922271728516,46.5633087158203,"producer","qo","Diplomatic",-908.788025379181,-16100.074917078,0
"argentina",34,"Scenario_D","inside",312.347106933594,79.6954193115234,"producer","qo","Diplomatic",-1019.27253603935,-18800.4122674465,0
"argentina",2,"Scenario_D","outside",-582.649658203125,70.3804626464844,"producer","qo","Diplomatic",-738.804116845131,-13017.1408653259,0
"argentina",8,"Scenario_D","outside",-665.204162597656,337.755065917969,"producer","qo","Diplomatic",250.582732260227,-2275.55430680513,0
"argentina",20,"Scenario_D","inside",312.347106933594,79.6954193115234,"producer","qo","Diplomatic",-1019.27253603935,-18800.4122674465,0
"argentina",21,"Scenario_D","outside",79.6954193115234,-770.162963867188,"producer","qo","Diplomatic",-9285.08996963501,-173173.085689545,0
"argentina",10,"Scenario_D","outside",46.5633087158203,-743.9267578125,"producer","qo","Diplomatic",-7585.63852310181,-149295.464992523,0
"argentina",23,"Scenario_D","outside",38.8537063598633,358.525512695312,"producer","qo","Diplomatic",187.729813158512,-3739.20775949955,0
"argentina",45,"Scenario_D","outside",46.5633087158203,-846.938232421875,"producer","qo","Diplomatic",-7736.87291145324,-150442.249536514,0
"argentina",5,"Scenario_D","outside",-877.829895019531,393.973876953125,"producer","qo","Diplomatic",215.643271803856,-3710.78822761774,0
"argentina",17,"Scenario_D","outside",46.5633087158203,-846.938232421875,"producer","qo","Diplomatic",-7736.87291145324,-150442.249536514,0
"argentina",9,"Scenario_D","inside",337.755065917969,46.5633087158203,"producer","qo","Diplomatic",-908.788025379181,-16100.074917078,0
"argentina",31,"Scenario_D","outside",46.5633087158203,-846.938232421875,"producer","qo","Diplomatic",-7736.87291145324,-150442.249536514,0
"argentina",48,"Scenario_D","inside",312.347106933594,79.6954193115234,"producer","qo","Diplomatic",-1019.27253603935,-18800.4122674465,0
"argentina",47,"Scenario_D","outside",81.2153244018555,312.347106933594,"producer","qo","Diplomatic",193.82993504405,-2236.76978051663,0
"argentina",12,"Scenario_D","outside",62.3639259338379,270.609710693359,"producer","qo","Diplomatic",151.332061737776,-2283.89347717166,0
"argentina",41,"Scenario_D","inside",257.693542480469,174.947143554688,"producer","qo","Diplomatic",-965.832799673081,-16402.0691215992,0
"argentina",39,"Scenario_D","outside",337.685699462891,-675.197265625,"producer","qo","Diplomatic",-7387.47465610504,-146904.421806335,0
"argentina",6,"Scenario_D","inside",393.973876953125,174.947143554688,"producer","qo","Diplomatic",-965.832799673081,-16402.0691215992,0
"argentina",14,"Scenario_D","outside",174.947143554688,-662.532592773438,"producer","qo","Diplomatic",-7454.60319519043,-147907.817840576,0
"argentina",35,"Scenario_D","outside",79.6954193115234,-770.162963867188,"producer","qo","Diplomatic",-9285.08996963501,-173173.085689545,0
"argentina",24,"Scenario_D","inside",358.525512695312,337.685699462891,"producer","qo","Diplomatic",-566.541209816933,-14341.0692811012,0
"argentina",32,"Scenario_D","outside",-846.938232421875,81.2153244018555,"producer","qo","Diplomatic",146.837309002876,1916.82396829128,0
"argentina",37,"Scenario_D","outside",38.8537063598633,358.525512695312,"producer","qo","Diplomatic",187.729813158512,-3739.20775949955,0
"argentina",43,"Scenario_D","outside",-662.532592773438,278.922271728516,"producer","qo","Diplomatic",252.533406019211,-528.874125331637,0
"bolivia",19,"Scenario_D","outside",-290.670379638672,-5.68784523010254,"producer","qo","Diplomatic",0,-510.647092014551,-5551.62984132767
"bolivia",18,"Scenario_D","outside",20.4668273925781,-290.670379638672,"producer","qo","Diplomatic",0,-33030.7974815369,-304278.27835083
"bolivia",33,"Scenario_D","outside",-290.670379638672,-5.68784523010254,"producer","qo","Diplomatic",0,-510.647092014551,-5551.62984132767
"bolivia",48,"Scenario_D","outside",-5.68784523010254,48.9209518432617,"producer","qo","Diplomatic",0,-5038.44685852528,-46894.9294090271
"bolivia",11,"Scenario_D","outside",29.1040000915527,-291.223449707031,"producer","qo","Diplomatic",0,-33435.1763725281,-308050.788879394
"bolivia",13,"Scenario_D","outside",-11.4944448471069,69.0014343261719,"producer","qo","Diplomatic",0,-4499.3240982294,-42065.6318664551
"bolivia",49,"Scenario_D","inside",48.9209518432617,37.4465789794922,"producer","qo","Diplomatic",0,-4482.57438838482,-40845.2136516571
"bolivia",35,"Scenario_D","inside",48.9209518432617,37.4465789794922,"producer","qo","Diplomatic",0,-4482.57438838482,-40845.2136516571
"bolivia",24,"Scenario_D","outside",-6.0911111831665,89.1233062744141,"producer","qo","Diplomatic",0,-4299.96670782566,-40689.6326541901
"bolivia",1,"Scenario_D","outside",-15.2950115203857,-286.782470703125,"producer","qo","Diplomatic",0,-32410.6904268265,-298038.990020752
"bolivia",10,"Scenario_D","inside",34.8848037719727,29.1040000915527,"producer","qo","Diplomatic",0,-3354.56074774265,-31402.4202823639
"bolivia",41,"Scenario_D","outside",-288.1748046875,69.0014343261719,"producer","qo","Diplomatic",0,-4499.3240982294,-42065.6318664551
"bolivia",23,"Scenario_D","outside",-292.687377929688,-6.0911111831665,"producer","qo","Diplomatic",0,84.7076214849949,219.291403889656
"bolivia",20,"Scenario_D","outside",-5.68784523010254,48.9209518432617,"producer","qo","Diplomatic",0,-5038.44685852528,-46894.9294090271
"bolivia",7,"Scenario_D","inside",69.0014343261719,33.0153732299805,"producer","qo","Diplomatic",0,-3213.9637619257,-30182.7936172485
"bolivia",5,"Scenario_D","outside",-289.975891113281,-1.06748747825623,"producer","qo","Diplomatic",0,-471.490684896708,-4933.71984362602
"bolivia",44,"Scenario_D","outside",-287.306793212891,34.8848037719727,"producer","qo","Diplomatic",0,-4400.02271533012,-41054.6028614044
"bolivia",27,"Scenario_D","outside",-288.1748046875,69.0014343261719,"producer","qo","Diplomatic",0,-4499.3240982294,-42065.6318664551
"bolivia",0,"Scenario_D","inside",0,-15.2950115203857,"producer","qo","Diplomatic",0,-293.696453794837,-3438.84640932082
"bolivia",17,"Scenario_D","inside",34.8848037719727,20.4668273925781,"producer","qo","Diplomatic",0,-3287.11123764515,-30401.3924598694
"bolivia",14,"Scenario_D","inside",69.0014343261719,31.0788249969482,"producer","qo","Diplomatic",0,-3330.16942441463,-31298.9873886108
"bolivia",16,"Scenario_D","outside",-287.306793212891,34.8848037719727,"producer","qo","Diplomatic",0,-4400.02271533012,-41054.6028614044
"bolivia",15,"Scenario_D","outside",31.0788249969482,-287.306793212891,"producer","qo","Diplomatic",0,-32406.8256616593,-298323.276519775
"bolivia",22,"Scenario_D","outside",37.4465789794922,-292.687377929688,"producer","qo","Diplomatic",0,-33696.6904401779,-310563.896179199
"bolivia",34,"Scenario_D","outside",-5.68784523010254,48.9209518432617,"producer","qo","Diplomatic",0,-5038.44685852528,-46894.9294090271
"bolivia",8,"Scenario_D","outside",33.0153732299805,-286.972900390625,"producer","qo","Diplomatic",0,-32207.7085971833,-296221.252441406
"bolivia",9,"Scenario_D","outside",-286.972900390625,34.8848037719727,"producer","qo","Diplomatic",0,-4400.02271533012,-41054.6028614044
"bolivia",29,"Scenario_D","outside",31.0788249969482,-287.306793212891,"producer","qo","Diplomatic",0,-32406.8256616593,-298323.276519775
"bolivia",25,"Scenario_D","inside",89.1233062744141,31.9098072052002,"producer","qo","Diplomatic",0,-3246.54105305672,-30539.345741272
"bolivia",45,"Scenario_D","inside",34.8848037719727,20.4668273925781,"producer","qo","Diplomatic",0,-3287.11123764515,-30401.3924598694
"bolivia",30,"Scenario_D","outside",-287.306793212891,34.8848037719727,"producer","qo","Diplomatic",0,-4400.02271533012,-41054.6028614044
"bolivia",46,"Scenario_D","outside",20.4668273925781,-290.670379638672,"producer","qo","Diplomatic",0,-33030.7974815369,-304278.27835083
"bolivia",12,"Scenario_D","outside",-291.223449707031,-11.4944448471069,"producer","qo","Diplomatic",0,30.6263724341988,-576.610252261162
"bolivia",36,"Scenario_D","outside",37.4465789794922,-292.687377929688,"producer","qo","Diplomatic",0,-33696.6904401779,-310563.896179199
"bolivia",2,"Scenario_D","outside",-286.782470703125,44.9580001831055,"producer","qo","Diplomatic",0,-3681.16694688797,-33950.632572174
"bolivia",38,"Scenario_D","outside",-6.0911111831665,89.1233062744141,"producer","qo","Diplomatic",0,-4299.96670782566,-40689.6326541901
"bolivia",43,"Scenario_D","outside",31.0788249969482,-287.306793212891,"producer","qo","Diplomatic",0,-32406.8256616593,-298323.276519775
"bolivia",3,"Scenario_D","inside",44.9580001831055,37.3605575561523,"producer","qo","Diplomatic",0,-3798.06104302407,-35316.5800571442
"bolivia",26,"Scenario_D","outside",31.9098072052002,-288.1748046875,"producer","qo","Diplomatic",0,-32810.2053403854,-302082.929611206
"bolivia",39,"Scenario_D","inside",89.1233062744141,31.9098072052002,"producer","qo","Diplomatic",0,-3246.54105305672,-30539.345741272
"bolivia",31,"Scenario_D","inside",34.8848037719727,20.4668273925781,"producer","qo","Diplomatic",0,-3287.11123764515,-30401.3924598694
"bolivia",37,"Scenario_D","outside",-292.687377929688,-6.0911111831665,"producer","qo","Diplomatic",0,84.7076214849949,219.291403889656
"bolivia",42,"Scenario_D","inside",69.0014343261719,31.0788249969482,"producer","qo","Diplomatic",0,-3330.16942441463,-31298.9873886108
"bolivia",21,"Scenario_D","inside",48.9209518432617,37.4465789794922,"producer","qo","Diplomatic",0,-4482.57438838482,-40845.2136516571
"bolivia",6,"Scenario_D","outside",-1.06748747825623,69.0014343261719,"producer","qo","Diplomatic",0,-4499.3240982294,-42065.6318664551
"bolivia",4,"Scenario_D","outside",37.3605575561523,-289.975891113281,"producer","qo","Diplomatic",0,-33429.0106296539,-307818.752288819
"bolivia",40,"Scenario_D","outside",31.9098072052002,-288.1748046875,"producer","qo","Diplomatic",0,-32810.2053403854,-302082.929611206
"bolivia",32,"Scenario_D","outside",20.4668273925781,-290.670379638672,"producer","qo","Diplomatic",0,-33030.7974815369,-304278.27835083
"bolivia",28,"Scenario_D","inside",69.0014343261719,31.0788249969482,"producer","qo","Diplomatic",0,-3330.16942441463,-31298.9873886108
"bolivia",47,"Scenario_D","outside",-290.670379638672,-5.68784523010254,"producer","qo","Diplomatic",0,-510.647092014551,-5551.62984132767
"brasil",1,"Scenario_D","outside",-135.211059570312,-5894.57373046875,"producer","qo","Diplomatic",0,-46172.306060791,-458089.038848877
"brasil",3,"Scenario_D","outside",669.081481933594,713.981323242188,"producer","qo","Diplomatic",0,13063.0292892456,67689.9852752686
"brasil",36,"Scenario_D","inside",2582.298828125,74.6912689208984,"producer","qo","Diplomatic",0,1789.21020030975,18151.8113613129
"brasil",19,"Scenario_D","outside",159.57551574707,-5586.83544921875,"producer","qo","Diplomatic",0,-34174.2210388184,-334059.135437012
"brasil",0,"Scenario_D","inside",0,-135.211059570312,"producer","qo","Diplomatic",0,3763.93389701843,28886.8161439896
"brasil",20,"Scenario_D","outside",-5586.83544921875,857.10595703125,"producer","qo","Diplomatic",0,17522.6650238037,78906.9232940674
"brasil",5,"Scenario_D","outside",309.893493652344,-5470.4482421875,"producer","qo","Diplomatic",0,-39734.6496582031,-383908.538818359
"brasil",44,"Scenario_D","outside",-6201.916015625,725.649841308594,"producer","qo","Diplomatic",0,15186.0837936401,69818.5570240021
"brasil",48,"Scenario_D","outside",-5586.83544921875,857.10595703125,"producer","qo","Diplomatic",0,17522.6650238037,78906.9232940674
"brasil",34,"Scenario_D","outside",-5586.83544921875,857.10595703125,"producer","qo","Diplomatic",0,17522.6650238037,78906.9232940674
"brasil",40,"Scenario_D","outside",741.86328125,-6195.94873046875,"producer","qo","Diplomatic",0,-34909.9540710449,-328252.212524414
"brasil",30,"Scenario_D","outside",-6201.916015625,725.649841308594,"producer","qo","Diplomatic",0,15186.0837936401,69818.5570240021
"brasil",9,"Scenario_D","outside",-6060.681640625,725.649841308594,"producer","qo","Diplomatic",0,15186.0837936401,69818.5570240021
"brasil",12,"Scenario_D","outside",127.459228515625,-5081.560546875,"producer","qo","Diplomatic",0,-31988.8706207275,-322998.970031738
"brasil",7,"Scenario_D","inside",1354.71752929688,852.945007324219,"producer","qo","Diplomatic",0,-3886.80648803711,-55371.1638450622
"brasil",41,"Scenario_D","outside",-6195.94873046875,1354.71752929688,"producer","qo","Diplomatic",0,14347.2023010254,65793.6387062073
"brasil",49,"Scenario_D","outside",857.10595703125,2582.298828125,"producer","qo","Diplomatic",0,28640.754699707,88177.0561933521
"brasil",38,"Scenario_D","outside",-4952.35791015625,1333.6162109375,"producer","qo","Diplomatic",0,4343.20640563965,4576.23553276062
"brasil",22,"Scenario_D","inside",2582.298828125,74.6912689208984,"producer","qo","Diplomatic",0,1789.21020030975,18151.8113613129
"brasil",31,"Scenario_D","outside",725.649841308594,950.756713867188,"producer","qo","Diplomatic",0,1661.54336929321,-22357.7566146851
"brasil",24,"Scenario_D","outside",-4952.35791015625,1333.6162109375,"producer","qo","Diplomatic",0,4343.20640563965,4576.23553276062
"brasil",43,"Scenario_D","outside",784.2509765625,-6201.916015625,"producer","qo","Diplomatic",0,-35850.1472473145,-338114.664077759
"brasil",47,"Scenario_D","outside",159.57551574707,-5586.83544921875,"producer","qo","Diplomatic",0,-34174.2210388184,-334059.135437012
"brasil",27,"Scenario_D","outside",-6195.94873046875,1354.71752929688,"producer","qo","Diplomatic",0,14347.2023010254,65793.6387062073
"brasil",16,"Scenario_D","outside",-6201.916015625,725.649841308594,"producer","qo","Diplomatic",0,15186.0837936401,69818.5570240021
"brasil",11,"Scenario_D","inside",985.488403320312,127.459228515625,"producer","qo","Diplomatic",0,-534.209728240967,3393.73874664306
"brasil",32,"Scenario_D","inside",950.756713867188,159.57551574707,"producer","qo","Diplomatic",0,-1324.99778270721,-4141.03505015373
"brasil",29,"Scenario_D","outside",784.2509765625,-6201.916015625,"producer","qo","Diplomatic",0,-35850.1472473145,-338114.664077759
"brasil",2,"Scenario_D","outside",-5894.57373046875,669.081481933594,"producer","qo","Diplomatic",0,15481.5502166748,71812.1876716614
"brasil",33,"Scenario_D","outside",159.57551574707,-5586.83544921875,"producer","qo","Diplomatic",0,-34174.2210388184,-334059.135437012
"brasil",18,"Scenario_D","inside",950.756713867188,159.57551574707,"producer","qo","Diplomatic",0,-1324.99778270721,-4141.03505015373
"brasil",14,"Scenario_D","inside",1354.71752929688,784.2509765625,"producer","qo","Diplomatic",0,1052.19411849976,-29581.2649726868
"brasil",39,"Scenario_D","inside",1333.6162109375,741.86328125,"producer","qo","Diplomatic",0,-425.553321838379,-36812.3097419738
"brasil",25,"Scenario_D","inside",1333.6162109375,741.86328125,"producer","qo","Diplomatic",0,-425.553321838379,-36812.3097419738
"brasil",37,"Scenario_D","outside",74.6912689208984,-4952.35791015625,"producer","qo","Diplomatic",0,-37340.7974243164,-372180.500030517
"brasil",35,"Scenario_D","outside",857.10595703125,2582.298828125,"producer","qo","Diplomatic",0,28640.754699707,88177.0561933521
"brasil",15,"Scenario_D","outside",784.2509765625,-6201.916015625,"producer","qo","Diplomatic",0,-35850.1472473145,-338114.664077759
"brasil",45,"Scenario_D","outside",725.649841308594,950.756713867188,"producer","qo","Diplomatic",0,1661.54336929321,-22357.7566146851
"brasil",8,"Scenario_D","outside",852.945007324219,-6060.681640625,"producer","qo","Diplomatic",0,-39756.1073303223,-373369.26651001
"brasil",13,"Scenario_D","outside",-5081.560546875,1354.71752929688,"producer","qo","Diplomatic",0,14347.2023010254,65793.6387062073
"brasil",46,"Scenario_D","inside",950.756713867188,159.57551574707,"producer","qo","Diplomatic",0,-1324.99778270721,-4141.03505015373
"brasil",23,"Scenario_D","outside",74.6912689208984,-4952.35791015625,"producer","qo","Diplomatic",0,-37340.7974243164,-372180.500030517
"brasil",6,"Scenario_D","outside",-5470.4482421875,1354.71752929688,"producer","qo","Diplomatic",0,14347.2023010254,65793.6387062073
"brasil",10,"Scenario_D","outside",725.649841308594,985.488403320312,"producer","qo","Diplomatic",0,-1100.7604598999,-42757.5550079346
"brasil",26,"Scenario_D","outside",741.86328125,-6195.94873046875,"producer","qo","Diplomatic",0,-34909.9540710449,-328252.212524414
"brasil",42,"Scenario_D","inside",1354.71752929688,784.2509765625,"producer","qo","Diplomatic",0,1052.19411849976,-29581.2649726868
"brasil",4,"Scenario_D","inside",713.981323242188,309.893493652344,"producer","qo","Diplomatic",0,-7086.5330696106,-63214.2741680145
"brasil",28,"Scenario_D","inside",1354.71752929688,784.2509765625,"producer","qo","Diplomatic",0,1052.19411849976,-29581.2649726868
"brasil",17,"Scenario_D","outside",725.649841308594,950.756713867188,"producer","qo","Diplomatic",0,1661.54336929321,-22357.7566146851
"brasil",21,"Scenario_D","outside",857.10595703125,2582.298828125,"producer","qo","Diplomatic",0,28640.754699707,88177.0561933521
"canada",21,"Scenario_D","inside",218.28239440918,-81.3057861328125,"non-producer","qo","Diplomatic",17080.1087617874,67413.3476763964,0
"canada",7,"Scenario_D","inside",169.391342163086,227.998397827148,"non-producer","qo","Diplomatic",-54872.1635341645,-236170.778185129,0
"canada",13,"Scenario_D","inside",235.646575927734,169.391342163086,"non-producer","qo","Diplomatic",-28868.6594963074,-126665.734171867,0
"canada",45,"Scenario_D","inside",193.850219726562,175.764450073242,"non-producer","qo","Diplomatic",-34810.1732134819,-152876.162111759,0
"canada",24,"Scenario_D","inside",338.145385742188,298.95458984375,"non-producer","qo","Diplomatic",-67402.3330211639,-286679.349780082,0
"canada",5,"Scenario_D","inside",191.987899780273,305.621215820312,"non-producer","qo","Diplomatic",-91486.8012666702,-381581.912875176,0
"canada",41,"Scenario_D","inside",217.464111328125,169.391342163086,"non-producer","qo","Diplomatic",-28868.6594963074,-126665.734171867,0
"canada",46,"Scenario_D","inside",175.764450073242,113.588363647461,"non-producer","qo","Diplomatic",-44787.2054576874,-194871.660381556,0
